timestamp,open,high,low,close,volume
2020-01-01 00:00:00,7192.9,7243.0,7176.7,7224.9,337.2758
2020-01-01 04:00:00,7224.8,7233.4,7201.5,7210.0,202.0063
2020-01-01 08:00:00,7209.9,7234.1,7180.8,7196.9,354.8697
2020-01-01 12:00:00,7198.9,7255.0,7198.9,7232.9,262.0821
2020-01-01 16:00:00,7233.0,7250.6,7216.0,7228.8,166.8251
2020-01-01 20:00:00,7229.5,7242.0,7182.0,7202.0,338.4658
2020-01-02 00:00:00,7202.0,7202.9,7126.4,7129.2,406.2574
2020-01-02 04:00:00,7129.2,7159.2,7110.0,7112.7,582.3569
2020-01-02 08:00:00,7113.0,7180.0,7113.0,7141.9,520.3744
2020-01-02 12:00:00,7140.1,7162.6,7105.1,7132.0,492.9098
2020-01-02 16:00:00,7132.1,7147.0,6912.2,6986.2,1527.5377
2020-01-02 20:00:00,6986.1,6986.8,6944.6,6965.3,187.4791
2020-01-03 00:00:00,6965.4,6965.5,6863.6,6947.7,879.3813
2020-01-03 04:00:00,6950.4,7300.5,6948.1,7202.9,2241.652
2020-01-03 08:00:00,7202.7,7369.9,7202.7,7336.9,1512.7639
2020-01-03 12:00:00,7338.7,7380.0,7233.0,7318.7,1321.5518
2020-01-03 16:00:00,7319.6,7410.4,7280.0,7342.3,1190.1589
2020-01-03 20:00:00,7343.0,7359.7,7263.1,7340.0,439.8948
2020-01-04 00:00:00,7340.1,7345.9,7283.4,7331.6,352.3473
2020-01-04 04:00:00,7331.2,7364.9,7311.7,7348.6,538.5273
2020-01-04 08:00:00,7348.5,7369.4,7305.0,7337.9,476.2742
2020-01-04 12:00:00,7337.9,7339.2,7288.0,7319.9,419.7608
2020-01-04 16:00:00,7320.0,7398.0,7275.9,7336.1,597.9694
2020-01-04 20:00:00,7337.6,7365.8,7313.5,7351.7,114.6409
2020-01-05 00:00:00,7351.8,7486.9,7351.8,7475.0,1322.5907
2020-01-05 04:00:00,7475.0,7496.2,7444.3,7461.1,525.1481
2020-01-05 08:00:00,7461.1,7469.9,7401.0,7424.0,542.2448
2020-01-05 12:00:00,7423.8,7473.6,7420.0,7464.4,470.4573
2020-01-05 16:00:00,7464.5,7481.1,7425.1,7446.2,297.0675
2020-01-05 20:00:00,7446.1,7446.1,7306.9,7359.4,790.0184
2020-01-06 00:00:00,7359.4,7589.2,7347.9,7540.7,1793.1345
2020-01-06 04:00:00,7540.7,7549.4,7500.5,7510.2,375.8721
2020-01-06 08:00:00,7509.7,7576.7,7509.7,7543.5,581.3962
2020-01-06 12:00:00,7543.5,7616.2,7500.0,7518.7,890.2035
2020-01-06 16:00:00,7518.6,7559.2,7512.0,7539.9,256.8036
2020-01-06 20:00:00,7540.0,7798.1,7532.7,7756.3,1508.7215
2020-01-07 00:00:00,7756.4,8010.0,7756.4,7896.2,2052.0337
2020-01-07 04:00:00,7896.2,7901.9,7824.3,7880.7,732.1494
2020-01-07 08:00:00,7881.6,7962.2,7858.8,7896.4,785.2171
2020-01-07 12:00:00,7896.5,7913.4,7742.3,7762.6,1681.5305
2020-01-07 16:00:00,7762.5,8122.0,7727.1,8071.5,2557.3686
2020-01-07 20:00:00,8071.5,8203.7,7952.0,8145.0,2013.2521
2020-01-08 00:00:00,8144.9,8473.0,8143.1,8297.1,4339.3324
2020-01-08 04:00:00,8298.1,8376.0,8280.0,8303.1,1205.5645
2020-01-08 08:00:00,8301.9,8365.2,8267.3,8331.5,936.9771
2020-01-08 12:00:00,8331.5,8416.5,8200.0,8305.7,3717.2908
2020-01-08 16:00:00,8305.8,8334.1,7957.9,7965.7,3361.4022
2020-01-08 20:00:00,7963.9,8127.6,7870.8,8053.0,1742.5504
2020-01-09 00:00:00,8053.0,8053.0,7931.4,7956.9,1284.0835
2020-01-09 04:00:00,7956.9,7980.0,7899.4,7948.8,1423.5835
2020-01-09 08:00:00,7948.8,7955.3,7851.0,7875.8,2032.8317
2020-01-09 12:00:00,7876.1,7945.0,7869.0,7904.7,1468.8398
2020-01-09 16:00:00,7904.7,7950.0,7780.0,7915.9,1841.1161
2020-01-09 20:00:00,7915.0,7999.0,7752.0,7817.7,1908.4668
2020-01-10 00:00:00,7815.3,7849.9,7771.5,7812.7,747.2741
2020-01-10 04:00:00,7812.7,7814.6,7721.2,7754.8,1441.7035
